drug1,drug2,true_label,pred_label
1247,1699,48.0,10
161,310,48.0,10
161,308,48.0,10
151,1031,48.0,10
1038,1059,48.0,10
733,1652,48.0,10
149,467,48.0,10
151,1033,48.0,10
53,1052,48.0,80
547,1176,48.0,10
759,610,48.0,10
510,998,48.0,10
275,523,48.0,10
662,483,48.0,10
867,929,48.0,10
662,485,48.0,10
579,494,48.0,10
662,480,48.0,10
1111,1086,48.0,10
29,1193,48.0,10
583,1052,48.0,10
922,1640,48.0,10
721,764,48.0,10
1550,1551,48.0,28
166,697,48.0,10
231,74,48.0,10
570,505,48.0,10
516,1652,48.0,10
501,1187,48.0,31
595,1176,48.0,10
166,694,48.0,10
974,1568,48.0,10
1028,1232,48.0,10
170,1012,48.0,10
136,1272,48.0,10
1699,1691,48.0,10
900,575,48.0,10
1692,629,48.0,10
34,1241,48.0,10
1682,376,48.0,10
153,397,48.0,83
979,1040,48.0,31
282,792,48.0,10
472,668,48.0,10
279,325,48.0,10
1678,939,48.0,10
642,1087,48.0,10
652,923,48.0,10
1414,588,48.0,10
652,927,48.0,10
684,115,48.0,10
1119,1367,48.0,10
235,276,48.0,10
588,963,48.0,10
588,962,48.0,10
589,1326,48.0,10
588,964,48.0,10
840,1538,48.0,10
1448,630,48.0,10
427,178,48.0,10
468,1031,48.0,10
533,590,48.0,10
94,1251,48.0,83
427,184,48.0,10
536,664,48.0,10
1481,1285,48.0,10
753,1318,48.0,10
28,437,48.0,10
40,670,48.0,10
40,667,48.0,10
40,668,48.0,10
40,665,48.0,10
1232,476,48.0,10
62,709,48.0,83
174,298,48.0,10
1300,138,48.0,10
1300,137,48.0,10
139,178,48.0,10
891,1131,48.0,10
174,1404,48.0,10
1300,133,48.0,10
232,1087,48.0,10
298,1046,48.0,10
468,1032,48.0,10
139,184,48.0,10
1300,139,48.0,10
774,818,48.0,10
534,1236,48.0,10
721,768,48.0,10
615,1091,48.0,10
487,558,48.0,31
335,837,48.0,10
43,1458,48.0,10
1272,1492,48.0,10
1091,968,48.0,10
1557,592,48.0,10
615,427,48.0,10
53,329,48.0,10
375,98,48.0,10
53,322,48.0,24
721,595,48.0,10
721,854,48.0,10
460,494,48.0,10
185,507,48.0,10
337,305,48.0,10
306,577,48.0,10
973,804,48.0,10
1087,535,48.0,10
185,511,48.0,10
535,1525,48.0,10
306,582,48.0,10
576,1272,48.0,10
595,1691,48.0,10
1543,769,48.0,10
1550,641,48.0,10
620,965,48.0,10
337,302,48.0,10
207,1232,48.0,10
85,452,48.0,10
487,258,48.0,10
712,1271,48.0,10
165,692,48.0,10
587,629,48.0,10
587,630,48.0,10
321,1640,48.0,10
1566,68,48.0,10
232,494,48.0,10
1548,988,48.0,10
773,927,48.0,10
333,1431,48.0,10
773,923,48.0,10
258,172,48.0,10
708,784,48.0,31
470,468,48.0,10
444,640,48.0,10
165,691,48.0,10
1110,820,48.0,10
329,697,48.0,10
287,1053,48.0,10
138,1428,48.0,10
278,485,48.0,10
1557,880,48.0,10
287,1054,48.0,10
806,347,48.0,10
806,344,48.0,10
139,1082,48.0,10
929,275,48.0,10
1372,449,48.0,10
1091,1492,48.0,10
1171,522,48.0,10
1084,826,48.0,10
165,1089,48.0,10
444,1606,48.0,10
221,494,48.0,10
1084,820,48.0,10
668,1033,48.0,10
178,547,48.0,10
207,759,48.0,10
668,1031,48.0,10
1079,1606,48.0,10
282,86,48.0,10
852,880,48.0,10
231,603,48.0,31
1080,1062,48.0,10
1079,1331,48.0,10
923,825,48.0,10
83,949,48.0,10
477,140,48.0,10
171,1300,48.0,10
821,1589,48.0,31
587,129,48.0,10
487,1182,48.0,10
418,376,48.0,10
150,1460,48.0,10
587,124,48.0,10
232,1208,48.0,10
547,734,48.0,10
962,1040,48.0,10
547,738,48.0,10
1135,1338,48.0,10
698,136,48.0,10
87,1186,48.0,10
662,1288,48.0,10
1135,1685,48.0,10
386,580,48.0,10
1691,551,48.0,10
601,665,48.0,10
1091,420,48.0,10
1332,952,48.0,10
893,844,48.0,10
91,821,48.0,10
893,846,48.0,10
1248,420,48.0,10
1248,418,48.0,10
638,794,48.0,10
235,1219,48.0,10
1248,423,48.0,10
694,86,48.0,10
139,1272,48.0,10
624,846,48.0,10
893,1338,48.0,10
180,1000,48.0,10
1085,784,48.0,31
952,1055,48.0,10
624,840,48.0,10
1109,722,48.0,10
258,786,48.0,10
31,629,48.0,10
31,630,48.0,10
928,670,48.0,10
928,668,48.0,10
928,667,48.0,10
776,1321,48.0,10
928,665,48.0,10
519,1308,48.0,10
344,1127,48.0,10
208,1652,48.0,10
479,657,48.0,10
1616,1276,48.0,10
316,744,48.0,10
773,1468,48.0,10
475,1499,48.0,10
642,1134,48.0,10
470,963,48.0,10
138,1321,48.0,10
1196,1458,48.0,10
117,166,48.0,10
998,1101,48.0,10
1583,78,48.0,10
984,873,48.0,10
1599,1093,48.0,10
1452,1219,48.0,10
97,1089,48.0,10
1607,1308,48.0,10
205,386,48.0,10
753,1188,48.0,10
753,1187,48.0,10
989,1082,48.0,10
753,1186,48.0,10
694,1056,48.0,10
532,1291,48.0,10
117,163,48.0,10
657,1110,48.0,10
279,1308,48.0,10
1460,607,48.0,10
840,178,48.0,10
1298,1138,48.0,31
1298,1139,48.0,83
1298,1140,48.0,10
1298,1141,48.0,10
329,1158,48.0,10
840,184,48.0,10
358,351,48.0,10
74,809,48.0,10
439,1242,48.0,10
1368,1147,48.0,10
222,817,48.0,10
480,940,48.0,10
306,1082,48.0,10
78,1131,48.0,10
1109,184,48.0,10
668,535,48.0,10
1109,178,48.0,10
633,252,48.0,10
284,1180,48.0,80
1109,180,48.0,10
396,846,48.0,10
396,844,48.0,31
643,595,48.0,10
1085,558,48.0,31
667,1089,48.0,10
1158,1449,48.0,10
1640,127,48.0,10
279,226,48.0,10
351,466,48.0,10
351,464,48.0,10
1640,125,48.0,10
359,1202,48.0,10
545,127,48.0,31
1147,1491,48.0,10
620,1321,48.0,10
1023,1087,48.0,10
945,1504,48.0,10
291,318,48.0,10
1180,228,48.0,10
94,558,48.0,31
1437,970,48.0,10
958,1619,48.0,10
1180,223,48.0,10
1429,485,48.0,10
624,1092,48.0,10
900,294,48.0,10
1111,293,48.0,10
221,1641,48.0,10
1588,1332,48.0,10
244,1464,48.0,10
248,156,48.0,10
598,854,48.0,10
650,73,48.0,10
179,954,48.0,10
1588,1330,48.0,10
1588,1329,48.0,10
974,1665,48.0,10
661,1248,48.0,10
1259,251,48.0,83
1259,246,48.0,10
1259,247,48.0,83
93,286,48.0,10
43,1133,48.0,10
1321,607,48.0,10
284,1547,48.0,10
899,1133,48.0,10
1222,1291,48.0,10
1589,583,48.0,10
1210,98,48.0,10
94,642,48.0,83
94,644,48.0,10
136,1682,48.0,10
709,989,48.0,10
517,3,48.0,10
313,553,48.0,10
313,550,48.0,10
477,476,48.0,10
284,955,48.0,16
483,449,48.0,10
1699,318,48.0,10
806,826,48.0,10
1560,222,48.0,10
919,1209,48.0,10
318,391,48.0,10
63,642,48.0,10
1448,1232,48.0,10
1133,907,48.0,10
275,161,48.0,10
1133,906,48.0,10
103,1151,48.0,10
180,547,48.0,10
554,1621,48.0,10
327,1251,48.0,10
174,1194,48.0,10
964,1236,48.0,10
1302,1516,48.0,10
1504,550,48.0,10
28,1031,48.0,10
117,1131,48.0,10
383,1594,48.0,10
638,726,48.0,10
963,1085,48.0,10
973,1685,48.0,10
1045,464,48.0,10
1095,939,48.0,10
1045,466,48.0,10
1383,1589,48.0,10
684,1202,48.0,10
922,483,48.0,10
1095,932,48.0,10
922,485,48.0,10
284,525,48.0,10
1141,1202,48.0,10
329,1683,48.0,10
531,1338,48.0,10
738,1089,48.0,10
329,664,48.0,10
258,213,48.0,10
376,449,48.0,10
716,954,48.0,10
970,729,48.0,10
37,1031,48.0,10
37,1030,48.0,10
544,285,48.0,10
37,1033,48.0,10
37,1032,48.0,10
308,333,48.0,10
53,222,48.0,10
589,1056,48.0,10
963,806,48.0,10
963,809,48.0,10
963,810,48.0,10
292,1092,48.0,10
490,1420,48.0,10
1548,316,48.0,10
53,219,48.0,80
1371,522,48.0,10
294,1032,48.0,10
919,1607,48.0,10
1700,968,48.0,31
919,1609,48.0,10
877,213,48.0,10
96,747,48.0,10
93,1208,48.0,31
517,1302,48.0,10
640,78,48.0,10
407,1399,48.0,10
171,139,48.0,10
951,1321,48.0,10
259,933,48.0,10
188,89,48.0,83
718,191,48.0,10
171,133,48.0,31
494,620,48.0,10
1300,1519,48.0,10
171,137,48.0,10
171,138,48.0,10
964,251,48.0,10
306,123,48.0,10
964,247,48.0,10
964,246,48.0,10
109,1276,48.0,10
949,1208,48.0,10
660,1589,48.0,10
877,445,48.0,10
1330,86,48.0,10
1589,344,48.0,10
1589,347,48.0,31
1589,346,48.0,10
1596,976,48.0,10
299,577,48.0,10
603,535,48.0,10
1097,810,48.0,10
1097,809,48.0,10
470,652,48.0,10
470,646,48.0,10
691,1187,48.0,10
1419,798,48.0,10
662,1489,48.0,10
1419,800,48.0,10
809,878,48.0,10
235,891,48.0,10
329,794,48.0,10
1247,429,48.0,10
643,1503,48.0,10
930,526,48.0,10
1503,715,48.0,10
930,522,48.0,10
930,523,48.0,10
151,87,48.0,10
1156,434,48.0,10
70,788,48.0,10
27,817,48.0,10
657,1087,48.0,10
968,222,48.0,10
968,226,48.0,10
294,230,48.0,10
1354,1332,48.0,10
329,1503,48.0,10
294,233,48.0,10
642,519,48.0,10
171,607,48.0,10
1354,1330,48.0,10
1354,1329,48.0,10
485,846,48.0,10
468,230,48.0,10
467,1205,48.0,10
224,510,48.0,10
163,933,48.0,10
109,571,48.0,10
109,565,48.0,10
837,1158,48.0,10
624,553,48.0,10
777,1354,48.0,10
123,257,48.0,10
479,603,48.0,10
624,550,48.0,10
1504,1188,48.0,10
401,984,48.0,10
1504,1186,48.0,10
701,90,48.0,80
174,759,48.0,10
174,758,48.0,10
174,755,48.0,10
459,1589,48.0,10
562,3,48.0,10
649,880,48.0,10
1134,510,48.0,10
1538,1525,48.0,10
1446,599,48.0,10
464,769,48.0,10
615,899,48.0,10
1119,1326,48.0,10
989,1085,48.0,10
494,1423,48.0,31
1691,735,48.0,10
712,1627,48.0,10
231,479,48.0,10
1115,1492,48.0,10
1086,878,48.0,10
1616,316,48.0,10
1691,742,48.0,10
520,359,48.0,10
483,819,48.0,80
951,884,48.0,10
136,1338,48.0,10
951,886,48.0,10
310,550,48.0,10
719,1180,48.0,10
951,891,48.0,10
705,962,48.0,10
239,750,48.0,10
629,837,48.0,10
685,1205,48.0,10
770,1035,48.0,10
1560,1420,48.0,10
291,768,48.0,10
923,1387,48.0,10
951,233,48.0,10
777,1449,48.0,10
151,853,48.0,10
764,505,48.0,10
536,716,48.0,10
934,817,48.0,10
136,1093,48.0,10
951,235,48.0,10
102,445,48.0,10
930,1565,48.0,10
437,448,48.0,10
1031,191,48.0,10
1652,768,48.0,10
536,720,48.0,10
906,989,48.0,10
889,1557,48.0,10
184,1219,48.0,10
536,721,48.0,10
1685,344,48.0,10
1685,347,48.0,10
239,452,48.0,10
439,580,48.0,10
231,247,48.0,10
1259,1682,48.0,10
231,251,48.0,10
287,1590,48.0,10
565,530,48.0,10
1023,170,48.0,10
313,662,48.0,10
1196,965,48.0,10
1550,952,48.0,10
909,1464,48.0,10
1196,960,48.0,10
313,657,48.0,10
1387,1026,48.0,10
1135,846,48.0,10
313,660,48.0,10
294,1082,48.0,10
534,826,48.0,10
294,1079,48.0,10
534,821,48.0,10
534,820,48.0,10
960,1490,48.0,10
592,1202,48.0,10
963,1492,48.0,10
1341,817,48.0,10
78,467,48.0,10
321,1700,48.0,10
1625,629,48.0,10
451,949,48.0,10
598,1454,48.0,10
468,734,48.0,31
1625,637,48.0,10
1489,1682,48.0,10
156,275,48.0,10
156,276,48.0,10
530,1080,48.0,10
510,1211,48.0,10
1098,1492,48.0,10
647,759,48.0,10
235,247,48.0,10
1250,1273,48.0,10
576,1452,48.0,10
284,174,48.0,10
62,459,48.0,31
470,1559,48.0,10
726,715,48.0,10
534,1504,48.0,10
242,1200,48.0,10
945,893,48.0,10
816,821,48.0,10
816,820,48.0,10
44,1431,48.0,10
66,136,48.0,10
313,1321,48.0,10
753,880,48.0,10
291,1525,48.0,10
1564,397,48.0,83
180,344,48.0,10
565,1594,48.0,10
217,406,48.0,10
232,1084,48.0,10
1115,576,48.0,10
1115,582,48.0,10
313,878,48.0,10
257,569,48.0,10
1038,622,48.0,10
310,580,48.0,10
493,927,48.0,10
481,940,48.0,10
313,78,48.0,10
697,1080,48.0,10
169,444,48.0,10
665,1609,48.0,10
665,1607,48.0,10
169,449,48.0,10
547,610,48.0,10
785,727,48.0,10
233,347,48.0,31
208,560,48.0,10
233,344,48.0,10
954,993,48.0,10
1150,742,48.0,10
1084,619,48.0,10
905,582,48.0,10
905,576,48.0,10
889,773,48.0,10
516,257,48.0,10
177,444,48.0,10
123,738,48.0,10
294,214,48.0,10
615,1272,48.0,10
1340,1199,48.0,10
294,213,48.0,10
1330,1451,48.0,10
1190,1160,48.0,10
1330,1449,48.0,10
891,927,48.0,10
493,376,48.0,10
784,1686,48.0,10
265,1128,48.0,10
493,954,48.0,10
1404,1446,48.0,10
1404,1445,48.0,10
1150,464,48.0,10
427,1452,48.0,10
1150,466,48.0,10
330,650,48.0,10
534,619,48.0,10
1109,968,48.0,31
657,1609,48.0,10
657,1607,48.0,10
165,1098,48.0,10
480,1371,48.0,10
1144,496,48.0,10
418,1632,48.0,10
558,979,48.0,10
1110,1489,48.0,10
208,1251,48.0,10
1362,1367,48.0,10
94,983,48.0,10
1449,1551,48.0,10
94,979,48.0,83
603,391,48.0,10
1273,911,48.0,10
1134,1452,48.0,10
928,949,48.0,10
1414,170,48.0,10
498,694,48.0,10
33,1492,48.0,10
681,664,48.0,10
816,619,48.0,10
928,945,48.0,10
550,1211,48.0,10
945,1632,48.0,10
1092,528,48.0,10
939,899,48.0,31
426,53,48.0,10
565,750,48.0,10
773,1205,48.0,10
1144,1551,48.0,10
607,722,48.0,10
1144,1550,48.0,10
257,1208,48.0,31
1030,882,48.0,31
1555,550,48.0,10
1144,1547,48.0,10
276,510,48.0,10
964,529,48.0,10
86,800,48.0,10
245,1473,48.0,10
964,528,48.0,10
86,474,48.0,10
917,1390,48.0,10
589,1510,48.0,10
1248,249,48.0,10
1332,1550,48.0,10
1141,437,48.0,10
1564,1500,48.0,10
747,139,48.0,10
1564,1501,48.0,10
1248,247,48.0,10
336,276,48.0,10
1030,257,48.0,10
206,923,48.0,10
1129,645,48.0,10
423,547,48.0,10
1590,1669,48.0,10
1110,1423,48.0,10
652,1267,48.0,10
1562,434,48.0,10
1576,1480,48.0,10
613,893,48.0,10
206,927,48.0,10
1452,1089,48.0,10
184,1272,48.0,10
318,588,48.0,10
510,226,48.0,10
1054,1451,48.0,10
83,840,48.0,10
1054,1449,48.0,10
857,828,48.0,10
396,1519,48.0,10
1084,1700,48.0,10
259,646,48.0,10
259,647,48.0,10
294,1565,48.0,10
1550,1692,48.0,10
1223,944,48.0,10
321,668,48.0,10
56,460,48.0,10
1223,940,48.0,10
388,854,48.0,10
1110,1428,48.0,10
928,1115,48.0,10
388,852,48.0,10
1588,404,48.0,10
583,773,48.0,10
583,770,48.0,10
1517,872,48.0,10
423,310,48.0,10
198,817,48.0,10
484,1333,48.0,10
583,777,48.0,10
1692,447,48.0,10
242,235,48.0,10
230,245,48.0,10
242,233,48.0,10
1086,1272,48.0,10
1300,1236,48.0,10
185,490,48.0,10
156,922,48.0,10
1481,1262,48.0,10
1288,87,48.0,10
477,1176,48.0,10
136,738,48.0,10
1029,282,48.0,10
150,1085,48.0,10
747,1089,48.0,10
1029,284,48.0,10
43,964,48.0,10
917,1156,48.0,10
43,963,48.0,10
1029,287,48.0,10
570,650,48.0,10
43,962,48.0,10
43,960,48.0,10
1594,1180,48.0,10
427,706,48.0,10
776,1640,48.0,10
510,696,48.0,10
165,932,48.0,10
510,692,48.0,10
1156,73,48.0,10
53,1030,48.0,10
533,53,48.0,10
220,1331,48.0,10
437,1033,48.0,10
1543,1160,48.0,10
919,417,48.0,10
919,420,48.0,10
291,607,48.0,10
784,78,48.0,10
1079,750,48.0,10
292,809,48.0,10
292,810,48.0,10
156,1084,48.0,10
917,489,48.0,10
313,1606,48.0,10
917,490,48.0,10
292,171,48.0,10
397,171,48.0,83
969,1076,48.0,10
66,1652,48.0,10
220,550,48.0,10
77,547,48.0,10
1404,429,48.0,10
576,1079,48.0,10
1404,425,48.0,10
753,773,48.0,10
472,1331,48.0,10
53,1031,48.0,10
894,1420,48.0,10
1237,1392,48.0,10
1429,276,48.0,10
652,482,48.0,10
86,971,48.0,10
166,794,48.0,10
996,1210,48.0,10
1429,279,48.0,10
1331,1429,48.0,10
615,1353,48.0,10
721,375,48.0,10
83,547,48.0,10
528,115,48.0,10
318,321,48.0,10
909,810,48.0,10
909,809,48.0,10
432,76,48.0,10
1557,1436,48.0,10
585,733,48.0,10
965,535,48.0,10
137,810,48.0,10
137,809,48.0,10
979,539,48.0,10
137,806,48.0,10
468,222,48.0,10
560,1652,48.0,10
468,224,48.0,10
113,408,48.0,10
159,226,48.0,10
159,224,48.0,10
929,115,48.0,10
500,773,48.0,10
784,306,48.0,10
784,313,48.0,10
579,939,48.0,10
358,1158,48.0,10
928,386,48.0,10
657,485,48.0,10
1033,550,48.0,34
291,809,48.0,10
753,770,48.0,10
840,427,48.0,10
1318,852,48.0,10
534,1098,48.0,10
1140,657,48.0,10
748,311,48.0,10
945,1200,48.0,10
331,1431,48.0,10
171,205,48.0,31
278,483,48.0,10
827,193,48.0,10
396,734,48.0,10
484,897,48.0,10
76,835,48.0,10
577,603,48.0,31
1382,630,48.0,10
739,681,48.0,10
484,899,48.0,83
484,900,48.0,10
405,105,48.0,10
1590,952,48.0,10
564,1418,48.0,10
564,1419,48.0,10
164,1281,48.0,10
165,1242,48.0,10
1171,1045,48.0,10
1171,1046,48.0,10
39,1565,48.0,10
535,705,48.0,10
1104,125,48.0,10
216,585,48.0,10
909,1288,48.0,10
721,954,48.0,10
603,1519,48.0,31
53,1098,48.0,10
682,1589,48.0,10
53,1097,48.0,10
247,293,48.0,10
166,638,48.0,10
698,494,48.0,10
34,1188,48.0,34
34,1190,48.0,10
979,825,48.0,10
979,827,48.0,10
1354,404,48.0,10
85,815,48.0,10
174,1671,48.0,10
468,613,48.0,10
40,1632,48.0,10
1354,401,48.0,10
426,1517,48.0,10
1470,701,48.0,10
1470,702,48.0,10
302,647,48.0,10
302,646,48.0,10
302,649,48.0,10
37,619,48.0,10
415,837,48.0,10
899,1127,48.0,83
694,659,48.0,10
480,358,48.0,10
90,1548,48.0,10
347,1060,48.0,10
90,447,48.0,10
907,501,48.0,10
1625,952,48.0,10
964,1331,48.0,10
113,1468,48.0,10
797,278,48.0,10
149,647,48.0,10
153,306,48.0,10
1343,580,48.0,10
93,419,48.0,10
93,420,48.0,10
93,417,48.0,10
287,505,48.0,10
928,1141,48.0,10
1232,505,48.0,10
468,615,48.0,10
531,1685,48.0,10
893,738,48.0,10
1583,583,48.0,10
358,1330,48.0,10
806,451,48.0,10
1559,445,48.0,10
753,777,48.0,10
164,19,48.0,10
1557,750,48.0,10
718,1632,48.0,10
954,1460,48.0,10
454,700,48.0,10
37,945,48.0,10
66,177,48.0,10
797,38,48.0,10
408,1193,48.0,10
127,1140,48.0,83
127,1139,48.0,83
534,1609,48.0,10
886,184,48.0,10
223,599,48.0,10
533,1686,48.0,10
753,87,48.0,10
40,519,48.0,10
1439,1291,48.0,10
930,321,48.0,10
232,1135,48.0,10
550,1308,48.0,10
930,319,48.0,10
753,1632,48.0,10
472,776,48.0,10
642,97,48.0,10
74,1085,48.0,10
718,1525,48.0,10
188,1341,48.0,10
1030,1274,48.0,10
501,1308,48.0,10
207,1590,48.0,10
74,932,48.0,10
1557,452,48.0,10
642,1208,48.0,31
624,1489,48.0,10
170,750,48.0,10
1607,290,48.0,10
638,476,48.0,10
136,852,48.0,10
1607,293,48.0,10
853,1202,48.0,10
564,394,48.0,10
694,1062,48.0,10
692,820,48.0,10
291,535,48.0,10
564,389,48.0,10
620,753,48.0,10
624,28,48.0,10
517,1045,48.0,10
150,74,48.0,10
417,923,48.0,10
1543,958,48.0,10
715,285,48.0,10
961,1552,48.0,10
613,1338,48.0,10
291,534,48.0,10
1556,692,48.0,10
444,907,48.0,10
777,1371,48.0,10
1504,738,48.0,10
1025,1678,48.0,10
1504,734,48.0,10
613,932,48.0,10
174,974,48.0,10
973,511,48.0,10
161,245,48.0,10
1133,1429,48.0,10
348,198,48.0,10
1109,1338,48.0,10
420,846,48.0,10
418,949,48.0,10
815,1392,48.0,10
444,902,48.0,83
444,1399,48.0,10
207,1404,48.0,10
1079,510,48.0,31
467,774,48.0,10
451,569,48.0,10
381,345,48.0,10
467,770,48.0,10
467,773,48.0,10
375,659,48.0,10
467,777,48.0,10
776,1452,48.0,10
973,662,48.0,83
470,185,48.0,10
528,846,48.0,10
718,33,48.0,10
1040,1200,48.0,31
747,1087,48.0,10
38,1420,48.0,10
821,1010,48.0,10
401,425,48.0,10
511,940,48.0,10
508,639,48.0,10
396,1188,48.0,10
279,682,48.0,10
961,873,48.0,10
694,1368,48.0,10
396,1187,48.0,10
279,684,48.0,10
1632,501,48.0,10
207,774,48.0,10
1110,310,48.0,10
697,818,48.0,10
779,61,48.0,10
852,944,48.0,10
852,940,48.0,10
292,1089,48.0,10
325,347,48.0,31
1187,224,48.0,10
310,1200,48.0,10
1561,468,48.0,83
139,224,48.0,10
744,1161,48.0,10
1012,340,48.0,10
1236,1682,48.0,10
1607,1685,48.0,10
204,696,48.0,10
172,449,48.0,10
701,1548,48.0,10
136,572,48.0,10
136,571,48.0,10
553,302,48.0,10
139,692,48.0,10
529,667,48.0,10
529,670,48.0,10
776,1031,48.0,10
701,1550,48.0,80
553,305,48.0,10
395,467,48.0,10
776,1033,48.0,10
879,770,48.0,10
1140,569,48.0,10
744,1150,48.0,10
576,1429,48.0,10
498,630,48.0,10
498,629,48.0,10
970,179,48.0,10
741,622,48.0,10
383,480,48.0,10
643,1080,48.0,10
1023,439,48.0,10
1560,835,48.0,10
180,962,48.0,10
91,803,48.0,10
1040,805,48.0,83
1040,804,48.0,10
1560,838,48.0,10
1451,447,48.0,10
1652,1524,48.0,10
222,872,48.0,10
1652,1525,48.0,31
1140,247,48.0,10
1140,246,48.0,10
1368,1451,48.0,10
816,1492,48.0,10
1062,551,48.0,10
506,510,48.0,10
107,837,48.0,10
1062,557,48.0,10
668,310,48.0,10
571,1035,48.0,10
1085,87,48.0,10
1596,547,48.0,10
479,1211,48.0,10
1029,694,48.0,10
427,439,48.0,10
407,816,48.0,10
735,769,48.0,10
1031,529,48.0,10
951,1272,48.0,10
709,1428,48.0,10
670,501,48.0,10
951,1274,48.0,10
279,62,48.0,10
279,61,48.0,10
246,347,48.0,10
1031,528,48.0,10
989,437,48.0,10
1161,140,48.0,10
989,439,48.0,10
905,247,48.0,10
63,1685,48.0,10
467,1158,48.0,10
480,1056,48.0,10
165,750,48.0,10
42,634,48.0,10
667,1525,48.0,10
721,1158,48.0,10
945,1525,48.0,10
969,1559,48.0,10
165,747,48.0,10
1326,124,48.0,10
1609,607,48.0,10
1142,902,48.0,83
577,1695,48.0,10
912,817,48.0,10
996,1449,48.0,10
996,1451,48.0,10
1503,818,48.0,10
291,1460,48.0,10
232,251,48.0,10
1699,1419,48.0,10
93,1275,48.0,10
490,777,48.0,10
691,692,48.0,10
117,630,48.0,10
344,558,48.0,10
232,244,48.0,10
422,835,48.0,10
945,279,48.0,10
1308,1235,48.0,10
1599,313,48.0,10
422,838,48.0,10
1561,817,48.0,10
684,1040,48.0,31
79,984,48.0,10
753,956,48.0,10
1134,667,48.0,10
830,821,48.0,10
117,1056,48.0,10
582,1079,48.0,10
643,1387,48.0,10
1134,670,48.0,10
1556,949,48.0,10
684,1242,48.0,10
401,1171,48.0,10
516,519,48.0,10
1247,1147,48.0,10
1448,166,48.0,10
879,1276,48.0,10
392,449,48.0,10
376,880,48.0,10
404,425,48.0,10
886,310,48.0,10
1448,162,48.0,10
346,1448,48.0,10
890,1276,48.0,10
951,437,48.0,10
1236,1609,48.0,10
615,123,48.0,10
77,1685,48.0,10
531,1098,48.0,10
964,386,48.0,10
719,1692,48.0,10
531,1097,48.0,10
1033,1700,48.0,34
1005,449,48.0,10
1700,159,48.0,10
1700,161,48.0,10
691,1695,48.0,10
1161,641,48.0,10
235,1464,48.0,10
1168,1163,48.0,10
245,1026,48.0,10
153,1685,48.0,10
294,321,48.0,10
1327,449,48.0,10
494,951,48.0,10
494,956,48.0,10
1158,522,48.0,10
494,954,48.0,31
42,395,48.0,10
754,495,48.0,10
708,810,48.0,10
1097,115,48.0,10
708,804,48.0,10
220,1460,48.0,10
302,1318,48.0,10
98,1178,48.0,10
1404,1147,48.0,10
77,1089,48.0,10
510,1127,48.0,83
1383,1492,48.0,10
294,1504,48.0,10
939,932,48.0,10
185,565,48.0,10
476,971,48.0,10
133,932,48.0,10
685,38,48.0,10
638,818,48.0,10
159,547,48.0,10
1186,1200,48.0,10
139,439,48.0,10
1318,1420,48.0,10
1448,1371,48.0,10
1144,32,48.0,10
1053,1590,48.0,10
347,1272,48.0,10
1543,426,48.0,10
234,776,48.0,10
87,290,48.0,10
87,293,48.0,10
318,1133,48.0,10
318,1134,48.0,10
77,1097,48.0,10
246,159,48.0,10
34,1000,48.0,10
242,1115,48.0,10
318,1135,48.0,10
290,1274,48.0,10
283,1652,48.0,10
386,1202,48.0,10
401,1046,48.0,10
1095,1219,48.0,10
1024,1310,48.0,10
1476,747,48.0,10
418,893,48.0,10
1156,1392,48.0,10
820,1519,48.0,10
963,510,48.0,10
963,511,48.0,10
963,506,48.0,10
963,507,48.0,10
602,805,48.0,10
1098,1428,48.0,10
660,1525,48.0,10
444,853,48.0,10
1549,415,48.0,10
1446,960,48.0,10
753,511,48.0,10
753,510,48.0,10
753,507,48.0,10
123,451,48.0,10
317,97,48.0,10
467,1028,48.0,10
479,451,48.0,10
685,511,48.0,10
467,1026,48.0,10
956,1027,48.0,10
899,1525,48.0,83
516,1640,48.0,10
852,1468,48.0,10
579,43,48.0,10
968,62,48.0,31
968,61,48.0,10
905,74,48.0,10
669,283,48.0,10
640,572,48.0,10
640,565,48.0,10
786,944,48.0,10
418,1452,48.0,10
678,256,48.0,10
919,185,48.0,10
1700,1211,48.0,10
603,344,48.0,10
222,923,48.0,10
1109,705,48.0,10
919,191,48.0,10
306,893,48.0,10
151,1188,48.0,10
872,927,48.0,10
534,558,48.0,31
151,1186,48.0,10
1032,529,48.0,10
1032,528,48.0,10
294,846,48.0,10
906,1235,48.0,10
308,1590,48.0,10
506,853,48.0,10
278,890,48.0,10
321,191,48.0,10
705,293,48.0,10
1144,1326,48.0,10
83,367,48.0,10
205,753,48.0,10
321,1519,48.0,10
534,1209,48.0,10
660,547,48.0,10
665,161,48.0,10
570,162,48.0,10
77,279,48.0,10
928,1219,48.0,10
294,407,48.0,10
191,809,48.0,10
615,1452,48.0,10
449,115,48.0,10
1504,1632,48.0,10
198,78,48.0,10
1547,1045,48.0,10
1547,1046,48.0,10
171,753,48.0,10
426,1318,48.0,10
917,345,48.0,10
1180,1371,48.0,10
691,386,48.0,10
284,1054,48.0,10
1428,965,48.0,10
1428,964,48.0,10
958,852,48.0,10
133,738,48.0,10
329,837,48.0,10
284,1053,48.0,10
549,701,48.0,10
38,480,48.0,10
1507,798,48.0,10
407,1566,48.0,10
407,1567,48.0,31
505,1128,48.0,10
291,547,48.0,10
576,1032,48.0,10
919,729,48.0,10
630,318,48.0,10
660,310,48.0,10
